m,b
7.3,-720
-0.051149113598279297,-0.91787853091844007
-0.11428557227883823,1.3107393606160445
-0.19118397445931906,-0.80570043225483223
-0.25225668665803613,1.2801279021381529
-0.32873406487431728,-0.56836939161967481
-0.35729789323707967,1.1263416669721444
-0.43564867654497408,-0.2582163170338081
-0.44860053952829998,0.79975690891664941
-0.48452581528055966,0.072869392129676969
-0.49722737423645175,0.42908157009969744
-1.8208326874917304,-23.849953906460513
-2.6687597259039841,-4.4555348730899986
-3.0777172162129269,-11.295238713832431
-13.46382544885264,128.61064074691464
-28.681903737976807,29.992711133704955
-45.733099071660909,158.04683300437003
-195.7918363468965,-535.25088875658173
152.01448008098333,-42.448998680172508
76.056615500196187,40.672508859392671
38.182124225316436,-79.678818702121774
17.144754676948857,96.470144359724543
13.247787651082444,13.555605276467427
8.3321592865641954,-12.433114865924969
6.5074923758205134,-16.802709144639223
5.9129396522723754,-3.6687770056877849
4.8789971840471056,-24.314733210222663
3.6406429401031404,0.62011874767704533
0.98347427585449909,-18.422151516942151
0.42503920146680452,0.069866366495538818
0.41445761070701509,-0.30860034105782919
0.39666874638809896,0.42751594314572788
0.35531757272430242,-0.58680271853051325
0.32351591387976281,0.7374202113945163
0.25910129467476045,-0.77783795771811326
0.20641814226447244,1.0227856773121415
0.090891415220682101,-0.91186284408912521
0.057244254451708748,1.2174876030436963
