m,b
-46.0555689553068,-1.46531821729453
-5.18628226773342,-0.750889674228041
-3.79690170872692,0.0858776775928565
-2.85344506534231,-0.0830288031539976
-2.22081316083675,0.682170115254577
-1.39166330107018,0.161009614983008
-1.19665691201848,0.215556059240826
-0.995446060522662,0.116777793873404
-0.877592277490292,0.246872628793352
-0.66117002645792,0.164998514318484
-0.353507834151929,0.238515911596996
-0.258712565001472,0.189667686437379
-0.178593719264751,0.261208646885366
6.72087096676665e-17,0.217830462424964
0.282529163641343,0.271463460849496
0.369037104441885,0.224602681173834
0.560600607545068,0.311019004004647
0.729147946955818,0.220328202868728
1.08724832025342,0.326233494832119
1.30735445184197,0.231207070325775
1.72355125510505,0.334927373436534
2.54708768133625,0.184600572522407
4.45341098936655,0.471542049005592
6.57618564403709,-0.0820831930796701
129.654799521792,7.64905716235248
