m,b
0.065,-400
1.53430417945565,0.20403146857486
-0.519717793360893,-1.0123770007636
1.22463734160685,0.361302797408153
-0.682592554218052,-1.18681219034012
0.891854978259324,0.316083666124596
-0.870047509959627,-1.47843485760808
0.651476460231005,0.418124154690683
-1.09636719038685,-1.97015219221493
0.396929305083391,0.286795175281954
-1.41989120786806,-2.83983360068664
0.272556432493848,0.499073931073725
-1.87010286558218,-4.37575147679071
0.108540530144518,0.413263071246813
-2.5103136907933,-7.37929773678778
0,0.610545074014735
-3.52443245742084,-15.0932528519642
-0.15596198360546,0.355345732571265
-7.25076505035506,-63.4720982341358
-0.274318853521862,0.389406637042344
-0.393772372893695,0.27252089035818
6.11597424517132,-61.5713675655963
-0.584242811465604,0.433463267312579
2.99158206439091,-15.7352961692028
-0.724111708173206,0.181281981043461
1.96411862253783,-7.32581355453173
-1.08905653302851,0.461023808411459
1.37117853979795,-4.18294030008071
-1.29134149027236,0.418287739507626
0.993450056980779,-2.69385966502562
-1.74197588871076,0.717639658599045
0.746886415976471,-1.9669652534109
-1.89849013127593,0.349476299783515
0.538492493879797,-1.52059345557914
-2.7586087357052,0.658112245930578
0.351699573604613,-1.23335298576353
-3.91743259598345,-0.0661110689538446
0.170375461501831,-1.03320644694924
-47.3722474445319,1.43579772315994
0.0203941950811925,-0.914576078806777
29.6728308554765,1.4775805773327
-0.104237468278218,-0.868327950312221
3.68039533050188,-0.083492590289976
-0.237082763091935,-0.868846495493857
2.41186113356395,0.327174404614809
-0.37333249578809,-0.912399480160171
