m,b
19.6440380158708,-0.578845642445838
5.19983686759458,46.2669483580472
2.97337242178767,-0.255654502748468
2.33409554657142,10.2073308592064
2.03913847183038,-0.634409531311398
1.51939067684971,4.44408039396207
1.14469295714126,-0.383673607397969
1.09198915528216,2.46780787838117
0.947707289018028,-0.581595297292468
0.80896478221994,1.52592194561986
0.708319546739286,-0.46596899057913
0.624766449916582,1.07709697251601
0.592073396328359,-0.522334544621754
0.467419996326499,0.815211228257588
0.364476352936825,-0.358176891237224
0.307097716326852,0.627325466449936
0.252224697244642,-0.606243665819936
0.173239760811204,0.517542416022027
0.125712170009275,-0.500504814655953
0.0567903240132735,0.473964134108348
5.45339624351274E-18,-0.747810827880863
-0.0566407268373554,0.474709003288992
-0.126026378587329,-0.502668706579321
-0.173988094834067,0.520070556147547
-0.25426442214236,-0.611448868231776
-0.309876980168933,0.632838712396089
-0.368480699536813,-0.362861640209878
-0.474087518144302,0.826370333485319
-0.603198691333035,-0.533094500199415
-0.636848012086688,1.09721398633079
-0.724090133958835,-0.477608081683738
-0.829471506779334,1.56371844343208
-0.97587461794496,-0.60078764216201
-1.12998251203546,2.55282240379824
-1.18598949150119,-0.399745439534234
-1.59358094120356,4.65965510727435
-2.17751680508347,-0.680853322380702
-2.51510426865305,10.9989476990021
-3.27532346737191,-0.286935223516981
-6.19714088202275,55.1771409818031
-50.5023827311972,-1.56858159736557
